fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Right MOrG medial orbital gyrus,Left MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter,Total Cerebral White Matter
F-Volume-age:series:22.2371,0.0005302829,0.0012141519,0.0003001056,0.0003375953,0.0005475838,0.0005516647,0.0105457444,0.0021313329,0.0020682246,0.0310875392,0.0311129447,0.0083554905,0.0085386041,0.135254691,0.1334005898,0.000615088,0.002075016,0.0019711753,0.0002983955,0.0002570906,0.0045234114,0.0050448124,0.0006878038,0.0007068442,0.0031208539,0.0032237742,0.0049038199,0.0050601597,0.002682918,0.0027945335,0.0030446951,0.001452966,0.001725711,0.0002844033,0.0002858118,0.0027700423,0.0031865341,0.0026786758,0.0027312576,0.0013098204,0.0011296067,0.0073447713,0.0065391642,0.0022077872,0.0022148255,0.0026407388,0.0026015141,0.0031596386,0.0030664404,0.001079214,0.0010630928,0.0013631794,0.0013777369,0.0026472734,0.0024289312,0.0049295944,0.0048552475,0.0015483117,0.0015931808,0.0046260149,0.0044095131,0.0077283516,0.007505955,0.0052389362,0.0049058616,0.0016081789,0.0017312863,0.0032105371,0.0032698851,0.0012803851,0.0013100322,0.0132083522,0.0132932967,0.003724829,0.0044626134,0.0027801087,0.0029068113,0.0006836987,0.0007182652,0.0016913734,0.0017251875,0.0053998584,0.0047957918,0.0097822874,0.0095072271,0.0020396667,0.0024366931,0.0028348335,0.0028713764,0.0024860647,0.0023849006,0.0010972523,0.0011032979,0.0027091739,0.0029462968,0.0070144348,0.0070372573,0.0018287903,0.0020019374,0.0014482571,0.0014393235,0.0014948378,0.0016103914,0.0069287603,0.0078346995,0.0015731687,0.0017427103,0.0012997061,0.0014237717,0.0085101914,0.0086824102,0.0013084651,0.0014041854,0.0008077975,0.0008351223,0.0102853011,0.0102227034,0.0036345548,0.0037019836,0.0057903407,0.0063925467,0.0029795504,0.0025987911,0.0071361947,0.0072406945,0.0051114227,0.0050270833,0.0052666167,0.0051122875,0.0025697219,0.0027954175,0.0009669484,0.0010639459,0.3987367164,0.1984978476,0.2002388688,0.2686552808
F-Volume-age:series:22.2758,0.0005194187,0.0012004901,0.0003016399,0.0003389613,0.0005519409,0.0005553677,0.0105840953,0.0021386449,0.0020741735,0.031049885,0.0310785507,0.0083678191,0.0085427992,0.1356969197,0.1337392941,0.0006048531,0.0020904648,0.0019832512,0.0003002299,0.0002540751,0.0044327421,0.0049164258,0.0006919214,0.0007085795,0.0031435355,0.0032463835,0.0049332451,0.0050903954,0.0026950813,0.0028039142,0.0030355923,0.0014482205,0.0017297261,0.0002858911,0.0002878979,0.0027891239,0.0032112379,0.002703692,0.0027508833,0.0013127296,0.0011301859,0.0073728541,0.0065683346,0.0022215582,0.0022341299,0.0026561859,0.0026205778,0.0031953932,0.0030855159,0.0010831968,0.0010663662,0.001381428,0.0013873452,0.0026567883,0.0024391531,0.0049422543,0.0048632659,0.0015582409,0.0015999219,0.0046300611,0.0044215748,0.007752462,0.0075291918,0.0052555833,0.0049186689,0.0016160046,0.0017335901,0.0032408253,0.0033043129,0.0012917259,0.0013219697,0.0132678736,0.013361372,0.0037349813,0.004482933,0.0027957159,0.002916852,0.0006893066,0.0007264277,0.001704165,0.0017409062,0.0054403972,0.0048327708,0.0098592836,0.0095753345,0.0020384275,0.0024411966,0.0028432009,0.0028847337,0.0025063306,0.002401063,0.0011060819,0.0011083769,0.0027235782,0.0029609075,0.0070812803,0.0070820905,0.001837649,0.0020083643,0.001455756,0.0014474945,0.0014989261,0.0016198477,0.0069538411,0.0078890976,0.0015852624,0.0017512819,0.0013081169,0.0014330183,0.0085434852,0.0087098793,0.0013153021,0.0014095109,0.0008150493,0.0008414745,0.0103414892,0.0102671077,0.0036630759,0.0037293495,0.0058120461,0.0064203652,0.0030041144,0.0026212367,0.0071667805,0.0072657293,0.0051511028,0.0050606208,0.0052937169,0.0051315667,0.0025893149,0.0028056805,0.0009725435,0.0010680135,0.4008604207,0.1995906672,0.2012697534,0.2694362137
F-Volume-age:series:22.3144,0.0005131465,0.0011868666,0.0003030242,0.000339953,0.0005552482,0.0005584089,0.0106361931,0.0021485149,0.002084105,0.0310337929,0.0310639377,0.0083885343,0.0085577105,0.1361462404,0.1341764055,0.0005958777,0.0021034,0.0019922906,0.0003006707,0.000250564,0.0044005959,0.0048908348,0.0006973149,0.0007119251,0.0031645101,0.0032695231,0.0049534968,0.0051132269,0.0027071452,0.0028150437,0.0030308067,0.0014461424,0.0017335693,0.0002873564,0.0002898391,0.002809852,0.0032330353,0.0027274179,0.0027717977,0.0013135943,0.0011313396,0.0073709432,0.0065706988,0.0022343579,0.0022584866,0.0026696773,0.0026359925,0.0032293012,0.0031102639,0.0010854639,0.0010680762,0.0013984501,0.0013953229,0.0026673126,0.0024516858,0.0049494227,0.0048662551,0.0015669118,0.0016042412,0.0046349062,0.0044240377,0.0077617223,0.0075381957,0.0052695485,0.0049306471,0.0016218823,0.0017378858,0.0032617778,0.0033290093,0.0013036465,0.0013328283,0.0133190849,0.0134270762,0.0037408848,0.0044877819,0.0028078466,0.0029270223,0.0006931671,0.0007337538,0.0017135185,0.0017528553,0.0054795145,0.0048665718,0.0099095265,0.0096113558,0.0020405344,0.0024438376,0.002847257,0.0028929333,0.0025219847,0.0024122186,0.0011136319,0.0011144834,0.0027307977,0.0029696097,0.0071312673,0.0071253396,0.0018432167,0.0020112423,0.0014643342,0.0014564217,0.0015035991,0.0016298071,0.0069681546,0.00792774,0.0015966118,0.0017600506,0.0013175608,0.0014424196,0.0085618949,0.0087435943,0.0013224969,0.0014168145,0.0008229464,0.0008473656,0.0103749198,0.0103185803,0.003681789,0.0037520072,0.0058155259,0.0064377611,0.0030261701,0.0026374924,0.0071691021,0.007265506,0.0051782762,0.0050825498,0.0053219793,0.0051436906,0.0026091363,0.0028183366,0.0009791603,0.0010733227,0.4024957463,0.2004020897,0.2020936566,0.2703226459
F-Volume-age:series:22.3549,0.0005109801,0.0011745932,0.00030425,0.0003409107,0.0005574321,0.0005603835,0.0106665158,0.0021625643,0.0020959716,0.0309247366,0.0309629323,0.0083902793,0.0085525179,0.1365069783,0.1345298506,0.0005918402,0.0021098106,0.0019984178,0.0002993775,0.0002483853,0.0044396446,0.0049483631,0.0007025701,0.0007153957,0.0031798319,0.0032876304,0.0049674673,0.0051281596,0.0027169831,0.0028240936,0.0030179799,0.0014428482,0.0017320797,0.0002887106,0.0002912867,0.0028283729,0.0032493134,0.0027392626,0.0027851035,0.0013141954,0.0011327094,0.0073773174,0.0065718545,0.002239077,0.0022766868,0.0026790667,0.0026509257,0.0032512278,0.0031248643,0.0010857134,0.0010692729,0.0014071143,0.0013988816,0.0026777654,0.0024619813,0.0049500596,0.0048634426,0.0015731611,0.0016061418,0.0046263285,0.0044231299,0.0077650672,0.007547977,0.0052718394,0.0049235045,0.0016249548,0.0017394452,0.0032808365,0.0033526031,0.0013129999,0.0013401436,0.013341793,0.013461546,0.0037418274,0.0044875953,0.0028172011,0.0029372886,0.0006986564,0.000743227,0.0017201992,0.0017636281,0.0055135743,0.0048899901,0.0099464037,0.0096344336,0.0020329916,0.002440514,0.0028397849,0.0028916077,0.0025279834,0.0024169642,0.0011175673,0.0011176299,0.0027351515,0.0029737614,0.0071631893,0.0071475841,0.0018443425,0.0020104981,0.0014718033,0.0014636422,0.0015037937,0.0016352038,0.006973006,0.0079656609,0.0016054116,0.0017674174,0.0013241333,0.0014480317,0.0085673365,0.0087600767,0.0013244447,0.0014205002,0.0008280029,0.0008510725,0.0103783164,0.0103536437,0.0036972296,0.0037624421,0.0058173426,0.0064528575,0.0030380733,0.0026505714,0.0071815462,0.007265549,0.0051881013,0.0050976247,0.0053383646,0.0051490259,0.0026156743,0.0028238001,0.0009846688,0.0010756066,0.4034911193,0.2008718942,0.2026192251,0.2710368289
F-Volume-age:series:22.3976,0.0005080867,0.0011560442,0.0003046213,0.0003407579,0.0005582206,0.0005608752,0.010678226,0.0021725334,0.002104405,0.0307788043,0.0308241605,0.0083689424,0.0085251848,0.1366113216,0.1346579439,0.0005899598,0.0021137573,0.0019998429,0.000300512,0.0002463318,0.0044670669,0.0049899466,0.0007064146,0.0007168274,0.0031819171,0.003292019,0.0049688804,0.0051310856,0.002719232,0.0028258282,0.0030027725,0.0014369503,0.0017261816,0.0002887737,0.000291395,0.0028352474,0.0032560459,0.0027355699,0.0027873864,0.0013119082,0.0011336817,0.0073644836,0.006548324,0.002231061,0.0022825584,0.0026720443,0.0026511883,0.0032522797,0.0031197381,0.0010839236,0.0010674855,0.0014096232,0.00139873,0.0026816552,0.0024664564,0.0049378998,0.0048457314,0.0015753058,0.0016046623,0.0045967837,0.0044214459,0.0077502008,0.0075497193,0.0052540216,0.004899794,0.001626356,0.0017390725,0.0032856837,0.003359707,0.0013187,0.001343284,0.0133301657,0.0134641288,0.0037352459,0.0044749158,0.0028191121,0.0029436428,0.000703211,0.0007483646,0.0017242198,0.0017676863,0.0055323812,0.0048968731,0.0099604341,0.0096357944,0.0020185965,0.0024363663,0.0028222091,0.0028844366,0.0025313315,0.0024148952,0.0011187672,0.0011182284,0.0027336671,0.0029697253,0.0071628884,0.0071420686,0.0018463771,0.0020051574,0.0014740993,0.0014650454,0.0014987902,0.0016382718,0.0069709237,0.0079876577,0.0016106776,0.0017696063,0.0013253992,0.0014467245,0.0085680351,0.0087740114,0.0013232672,0.0014216732,0.000830909,0.0008517346,0.0103555291,0.0103742336,0.0037003721,0.0037601511,0.0057960359,0.0064467443,0.0030369796,0.0026468253,0.0071648711,0.0072512664,0.0051875925,0.0050923121,0.0053380364,0.0051373982,0.0026144859,0.0028237316,0.0009863874,0.0010726334,0.4033584479,0.2007580961,0.2026003518,0.2712692655
F-Volume-age:series:22.4429,0.0005052886,0.0011355267,0.0003050073,0.0003407532,0.0005597707,0.0005623302,0.0106949962,0.002180842,0.0021122284,0.0306389571,0.0306808237,0.0083424389,0.0084915622,0.1367407863,0.1347274566,0.0005878373,0.0021169842,0.002001293,0.000301551,0.0002458238,0.0045054929,0.0050441756,0.0007110303,0.0007180527,0.0031842879,0.0032962727,0.004968897,0.0051316207,0.0027233824,0.0028277259,0.0029931553,0.0014325176,0.0017186144,0.0002889602,0.0002915497,0.002847754,0.0032658253,0.002726238,0.0027874569,0.0013144941,0.0011382456,0.0073277972,0.0065201367,0.0022163831,0.0022837587,0.0026612885,0.0026490759,0.0032379494,0.0031062729,0.0010826357,0.0010668377,0.0014072166,0.0013976278,0.0026875536,0.0024722017,0.0049154364,0.0048267975,0.0015758912,0.0016025163,0.0045468699,0.0044028276,0.0077163506,0.0075448442,0.005223791,0.0048751248,0.0016308939,0.0017431052,0.003292941,0.0033684857,0.0013250523,0.0013465862,0.0133437726,0.0134899618,0.0037114819,0.0044529552,0.0028244968,0.0029521564,0.0007089118,0.0007514842,0.0017302411,0.0017717002,0.0055584374,0.004911901,0.0099400079,0.0096194115,0.0019977802,0.0024247654,0.0027963557,0.0028666684,0.0025272638,0.0024097131,0.0011173444,0.001119686,0.0027320447,0.0029682147,0.007161204,0.0071361424,0.0018442122,0.001998905,0.0014747126,0.0014668153,0.0014940166,0.0016368103,0.0069778179,0.0080001374,0.0016145292,0.0017699615,0.0013245508,0.0014436404,0.0085904501,0.0087907139,0.0013187126,0.0014160487,0.0008323181,0.0008521297,0.0103361987,0.0103906132,0.0037033982,0.0037657329,0.0057702492,0.0064241393,0.0030257368,0.0026361595,0.007142252,0.0072451802,0.0051617661,0.0050669224,0.0053313461,0.0051243438,0.0026107068,0.0028227917,0.0009851898,0.001066889,0.4029354523,0.2004632043,0.202472248,0.271468243
F-Volume-age:series:22.4914,0.0005036251,0.0011211591,0.0003046178,0.0003398991,0.0005600869,0.0005632186,0.0106930842,0.0021846027,0.002115261,0.0304898471,0.0305313433,0.008304066,0.0084511074,0.1369396298,0.1348896529,0.0005866966,0.0021136957,0.0019993043,0.0003000496,0.0002451487,0.0045560223,0.0051303008,0.000714152,0.0007181777,0.0031873806,0.0033019048,0.0049628671,0.0051249289,0.002722401,0.0028246258,0.0029781433,0.0014288506,0.001707915,0.0002884616,0.0002910863,0.0028566075,0.0032682226,0.0027093601,0.0027822909,0.0013100446,0.0011388917,0.0072953613,0.0064918966,0.0022007979,0.0022811045,0.0026505125,0.0026463832,0.0032178102,0.00308954,0.0010790434,0.0010671473,0.0014012974,0.0013924441,0.0026881802,0.0024717845,0.0048849688,0.0048074287,0.0015732978,0.0015972177,0.0044994847,0.0043855358,0.0076662534,0.0075442297,0.0051898368,0.0048547046,0.0016273672,0.0017429988,0.0032950364,0.0033648791,0.0013271974,0.0013458154,0.0133288729,0.0134922604,0.0036867617,0.004416278,0.0028198491,0.0029519676,0.0007091703,0.0007535361,0.001726544,0.0017746664,0.0055695014,0.0049107024,0.0099095823,0.0096122609,0.0019735826,0.0024117236,0.002769997,0.0028445761,0.0025155402,0.0023967058,0.0011133471,0.0011198719,0.0027301391,0.0029639741,0.0071466538,0.0071329459,0.0018390395,0.0019929688,0.001470618,0.0014655257,0.0014904854,0.0016273267,0.0069729395,0.0080083977,0.0016118151,0.0017660442,0.0013236073,0.0014407619,0.0085938507,0.008805839,0.0013162057,0.0014011594,0.0008311917,0.0008498339,0.01031047,0.0103982867,0.0037004573,0.0037685287,0.0057487295,0.0063912579,0.0030065043,0.002612628,0.0071193001,0.0072228774,0.0051423371,0.0050395893,0.0053126355,0.0051117645,0.002601163,0.0028148268,0.000984781,0.0010595475,0.4019959503,0.199886395,0.2021095553,0.2718292827
F-Volume-age:series:22.5407,0.0005059454,0.0011133017,0.0003045044,0.0003397051,0.0005601519,0.0005636612,0.010703012,0.0021910255,0.0021206424,0.0303949704,0.0304261837,0.0082825735,0.008428772,0.136696542,0.1345908513,0.0005891207,0.0021081486,0.0019936796,0.0003006647,0.0002448566,0.0046271892,0.0052111685,0.0007159844,0.0007166083,0.0031904962,0.0033054834,0.0049539324,0.0051141428,0.0027227416,0.0028224283,0.0029700406,0.0014302081,0.0017006355,0.0002881109,0.0002907893,0.002855618,0.0032621726,0.0026888985,0.0027716086,0.001307164,0.0011418616,0.0072539732,0.0064618126,0.0021848215,0.0022691342,0.0026334207,0.0026390583,0.0031948914,0.003075146,0.0010756104,0.0010667847,0.0013924227,0.0013844224,0.0026864308,0.0024693288,0.0048543128,0.0047808709,0.0015697009,0.0015913775,0.0044559802,0.0043588632,0.0076130517,0.007529476,0.0051601597,0.0048292007,0.0016239148,0.0017408724,0.0032948537,0.0033613374,0.001327799,0.0013424156,0.0133013914,0.0134731482,0.0036610158,0.00436898,0.0028165475,0.0029543256,0.0007127004,0.0007541811,0.0017282941,0.0017739314,0.0055717703,0.0048962167,0.0098664066,0.0095962211,0.0019483804,0.0023961998,0.0027435581,0.0028178538,0.0025003772,0.0023836693,0.0011071373,0.0011156376,0.0027240878,0.0029574764,0.0071279009,0.0071353278,0.0018330795,0.0019828343,0.0014648549,0.0014620282,0.0014841585,0.0016151645,0.0069630232,0.008003386,0.0016094671,0.0017636119,0.0013218889,0.0014365418,0.0085879714,0.0088047673,0.001312208,0.0013845489,0.000829448,0.00084698,0.0102761113,0.0104042654,0.0036910575,0.00375746,0.0057099764,0.0063546216,0.0029828057,0.0025888856,0.0070751693,0.0071836424,0.0051167167,0.0050136231,0.0052983339,0.0051038426,0.002581609,0.00279938,0.0009836611,0.0010507257,0.4006615901,0.1991392281,0.2015223619,0.2712873933
F-Volume-age:series:22.5902,0.0005115011,0.001104126,0.0003041862,0.0003389084,0.0005592076,0.0005633667,0.0107041771,0.0021962299,0.0021243806,0.0303291818,0.0303577345,0.0082554008,0.0084082577,0.1365395441,0.1343685905,0.0005918919,0.0021034329,0.0019886772,0.0003013225,0.000246635,0.0047317541,0.0053559529,0.0007194819,0.0007169503,0.0031963306,0.0033096869,0.0049414966,0.0051004203,0.0027228374,0.0028203895,0.0029739532,0.001430441,0.0016920354,0.0002876171,0.0002903922,0.0028523704,0.0032526491,0.0026723059,0.0027661356,0.0013047952,0.0011441966,0.0072198099,0.0064541232,0.0021751091,0.0022634269,0.0026158584,0.0026301501,0.003175444,0.0030591032,0.00107221,0.0010669505,0.0013820751,0.0013750347,0.0026870373,0.0024696862,0.0048343977,0.0047578397,0.0015680666,0.0015868212,0.0044225011,0.0043516046,0.0075711859,0.0075221206,0.005145282,0.0048146902,0.0016200914,0.0017378269,0.0032913332,0.0033522814,0.0013286629,0.0013380577,0.0132676543,0.0134424037,0.0036438819,0.0043415127,0.0028118202,0.0029543098,0.00071514,0.0007510552,0.0017291392,0.0017666753,0.0055694124,0.0048753152,0.0098400544,0.0096033178,0.0019306803,0.0023898062,0.0027275546,0.0028001237,0.0024749416,0.0023691068,0.0011012497,0.0011118065,0.0027212697,0.0029533614,0.0071140625,0.007134341,0.0018294278,0.0019749238,0.0014620991,0.0014614008,0.0014741021,0.0016022716,0.0069720251,0.0080008659,0.0016026224,0.001756187,0.0013167592,0.0014334553,0.0085638637,0.0088011479,0.0013037305,0.0013674067,0.0008282322,0.0008432919,0.0102512807,0.0104001565,0.0036722286,0.0037431957,0.0056820872,0.0063241391,0.0029624602,0.0025648941,0.0070382418,0.0071470684,0.0050901507,0.0049983275,0.0052838748,0.0050980175,0.0025618981,0.0027823772,0.0009775929,0.0010406029,0.3995176302,0.1984888945,0.2010287357,0.2709081345
F-Volume-age:series:22.6394,0.0005214227,0.0010987471,0.0003041148,0.0003388209,0.0005584228,0.0005633417,0.0107130747,0.0022074088,0.0021357558,0.0303100492,0.0303402683,0.0082370031,0.0083984482,0.1364882769,0.134239269,0.000596503,0.0021034205,0.0019873295,0.0003051487,0.0002499088,0.0048722758,0.0055264462,0.0007252344,0.0007199315,0.0032095422,0.0033210627,0.0049361841,0.0050945768,0.0027280269,0.0028242797,0.0029786058,0.0014318799,0.0016846718,0.0002872466,0.0002900003,0.0028362908,0.0032347621,0.0026568982,0.002761869,0.0013007014,0.001143211,0.0071888717,0.0064392106,0.0021735997,0.0022569415,0.0025959736,0.0026202036,0.003159711,0.0030463516,0.0010683626,0.0010663535,0.0013714032,0.0013630445,0.0026804718,0.0024630278,0.0048240923,0.0047417138,0.0015621408,0.0015810284,0.0043948356,0.0043391006,0.0075394696,0.0075182337,0.0051390569,0.0048103752,0.0016119693,0.0017308813,0.0032745272,0.0033336977,0.0013251411,0.0013300987,0.0132311773,0.0134223975,0.0036278464,0.0043118655,0.0028034438,0.0029474815,0.0007179877,0.0007467834,0.0017331823,0.0017629793,0.0055577854,0.004849878,0.0098099576,0.0096121061,0.0019167574,0.0023816268,0.0027149647,0.0027837065,0.0024502161,0.0023525556,0.0010932625,0.0011056966,0.0027141822,0.0029502953,0.0070988435,0.0071412273,0.0018284315,0.001970692,0.0014608062,0.0014612809,0.0014624232,0.0015871811,0.0069852897,0.0080084354,0.0015920413,0.0017447871,0.0013126434,0.0014307554,0.0085531381,0.0088109361,0.0012940468,0.0013508186,0.0008258995,0.0008389588,0.0102203475,0.0104010151,0.003651293,0.003724129,0.005659797,0.0062918399,0.0029452913,0.0025415553,0.0070022306,0.0071197243,0.0050633252,0.004983563,0.0052622259,0.005091014,0.0025480083,0.0027635589,0.0009702805,0.0010296795,0.3984439711,0.197870244,0.2005737272,0.2707275459
F-Volume-age:series:22.6886,0.0005333087,0.0010976956,0.0003032374,0.000338585,0.0005574928,0.0005624994,0.0107010199,0.0022134789,0.0021451444,0.0302699675,0.030301009,0.0082031546,0.0083730555,0.1364451627,0.1341295093,0.0006041785,0.0021000265,0.0019829356,0.0003109232,0.0002552016,0.0049976316,0.0057114308,0.000728596,0.0007203531,0.0032120473,0.0033254783,0.0049283044,0.005084523,0.0027277544,0.002823013,0.0029778178,0.0014299793,0.001676327,0.0002867176,0.0002890373,0.0028252532,0.003223978,0.0026422594,0.002759594,0.001299166,0.0011453362,0.0071680052,0.0064364371,0.0021701979,0.0022432203,0.0025802853,0.0026131403,0.0031453753,0.003036119,0.0010654155,0.0010650023,0.001360976,0.0013519447,0.0026781758,0.0024610662,0.0048093895,0.0047166618,0.001559062,0.0015785847,0.0043726474,0.0043251188,0.0075151591,0.0075033067,0.0051271067,0.004795495,0.0016082503,0.0017286366,0.0032543608,0.0033152364,0.0013241384,0.0013256686,0.0132011118,0.0134063113,0.0036177526,0.0042883989,0.0027972639,0.0029457807,0.0007197219,0.0007426994,0.0017339139,0.0017597346,0.0055513417,0.0048362033,0.0097789274,0.0096142301,0.0019052426,0.0023762952,0.0027029511,0.0027618069,0.0024300774,0.0023309403,0.0010895446,0.0011022356,0.0027098009,0.0029508689,0.0070900819,0.0071582922,0.0018256605,0.0019620665,0.0014601225,0.0014629482,0.0014527132,0.0015690694,0.0069827331,0.0080144988,0.0015840691,0.0017366247,0.001310496,0.0014291506,0.0085367196,0.0088154971,0.0012854443,0.0013365887,0.0008237999,0.0008352076,0.0101972077,0.0104042908,0.0036340509,0.003711914,0.0056334519,0.0062470484,0.0029232115,0.002519181,0.0069878562,0.0071029155,0.0050300109,0.0049634688,0.0052452127,0.0050844221,0.0025414404,0.0027481433,0.0009657537,0.0010218236,0.3974453374,0.1973105649,0.2001347725,0.270574672
F-Volume-age:series:22.734,0.0005488906,0.0011079215,0.0003018125,0.0003377137,0.0005554373,0.0005605851,0.010680712,0.0022213073,0.0021550689,0.0302818456,0.0303197603,0.0081852245,0.008366386,0.1361419895,0.1337671767,0.0006177561,0.0020929584,0.0019754798,0.0003163457,0.0002614822,0.0051801818,0.0059609288,0.000728525,0.0007193998,0.003207889,0.0033213724,0.0049096317,0.0050642553,0.0027230222,0.002817603,0.002988327,0.0014302915,0.0016702976,0.0002859227,0.0002875687,0.0028161232,0.0032062071,0.0026287561,0.00275982,0.001293853,0.0011439931,0.0071418334,0.0064285957,0.0021635179,0.0022321392,0.0025644807,0.0026042606,0.0031256797,0.0030210103,0.0010610544,0.0010620948,0.0013522287,0.0013456149,0.0026684117,0.0024556271,0.0047937405,0.0047031694,0.0015537332,0.0015741253,0.004350992,0.0043141427,0.0074912541,0.007497988,0.0051179768,0.0047843684,0.0016012207,0.0017239387,0.0032330448,0.0032905355,0.0013190945,0.0013175576,0.0131458722,0.0133794521,0.0036026349,0.0042672891,0.0027859101,0.0029393386,0.00072131,0.0007404384,0.001732891,0.001757755,0.0055363771,0.0048084242,0.0097393036,0.0096034502,0.0018886397,0.0023682752,0.0026944501,0.0027481192,0.0024154378,0.0023175855,0.0010856037,0.0011002816,0.0027024987,0.0029431041,0.0070756958,0.0071577933,0.0018218832,0.0019560316,0.0014593115,0.0014631486,0.0014460747,0.0015562168,0.0069898401,0.0080307503,0.0015746472,0.0017310174,0.0013083791,0.001424793,0.0085128821,0.0088235689,0.0012771559,0.0013230923,0.0008199275,0.0008302163,0.010183621,0.0104176947,0.0036171905,0.0036955056,0.0056162132,0.0062130585,0.0029002388,0.0024922321,0.0069766237,0.0070788906,0.0049917363,0.0049328899,0.0052242355,0.0050705217,0.0025314176,0.0027402591,0.0009612778,0.0010153608,0.3962735717,0.1966427819,0.1996307897,0.2699091662
